title,time_str,time,url_link,location,county,state,magnitude,depth_km,depth_mi
M 1 4 69 km WNW of Happy Valley Alaska,2022-04-14T00:16:56.422Z,2022-04-14 00:16:56.422000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ncwikb,"{'type': 'Point', 'coordinates': (-152.922, 60.1358)}",Valley,Alaska,1.4,110.00,68.35
M 1 7 7 km W of Fuig Puerto Rico,2022-04-11T20:00:08.390Z,2022-04-11 20:00:08.390000,https://earthquake.usgs.gov/earthquakes/eventpage/pr71344258,"{'type': 'Point', 'coordinates': (-66.9821666666667, 17.9906666666667)}",Puerto,Rico,1.7,11.90,7.39
M 0 2 3km N of The Geysers CA,2022-04-12T06:11:27.490Z,2022-04-12 06:11:27.490000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717096,"{'type': 'Point', 'coordinates': (-122.757, 38.8011667)}",Geysers,CA,0.2,2.52,1.57
M 1 2 8km WNW of Cobb CA,2022-04-11T22:46:15.939Z,2022-04-11 22:46:15.939000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717086,"{'type': 'Point', 'coordinates': (-122.8079987, 38.8431664)}",Cobb,CA,1.2,0.50,0.31
M 4 6 81 km SSE of Arica Chile,2022-04-13T03:59:55.603Z,2022-04-13 03:59:55.603000,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h1c0,"{'type': 'Point', 'coordinates': (-70.1322, -19.1929)}",Arica,Chile,4.6,52.73,32.76
M 1 5 7 km SSW of Pāhala Hawaii,2022-04-12T21:21:57.850Z,2022-04-12 21:21:57.850000,https://earthquake.usgs.gov/earthquakes/eventpage/hv72981022,"{'type': 'Point', 'coordinates': (-155.499166666667, 19.1388333333333)}",Pāhala,Hawaii,1.5,32.05,19.91
M 1 0 51 km ESE of Teller Alaska,2022-04-14T00:16:19.050Z,2022-04-14 00:16:19.050000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ncth7j,"{'type': 'Point', 'coordinates': (-165.3441, 65.0923)}",Teller,Alaska,1.0,23.00,14.29
M 1 4 122 km NW of Yakutat Alaska,2022-04-13T23:41:44.681Z,2022-04-13 23:41:44.681000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ncsu1g,"{'type': 'Point', 'coordinates': (-141.2416, 60.3467)}",Yakutat,Alaska,1.4,10.70,6.65
M 0 2 10km WNW of The Geysers CA,2022-04-12T07:35:46.922Z,2022-04-12 07:35:46.922000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717066,"{'type': 'Point', 'coordinates': (-122.8506667, 38.8223333)}",Geysers,CA,0.2,1.99,1.24
M 1 6 19 km WNW of Sitka Alaska,2022-04-13T23:51:07.719Z,2022-04-13 23:51:07.719000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ncs1ao,"{'type': 'Point', 'coordinates': (-135.6383, 57.1067)}",Sitka,Alaska,1.6,5.70,3.54
M 1 3 43 km NNE of Alta Wyoming,2022-04-11T21:07:05.400Z,2022-04-11 21:07:05.400000,https://earthquake.usgs.gov/earthquakes/eventpage/uu60490302,"{'type': 'Point', 'coordinates': (-110.7603333, 44.0906667)}",Alta,Wyoming,1.3,9.55,5.93
M 1 1 6km S of Redlands CA,2022-04-11T23:00:48.709Z,2022-04-11 23:00:48.709000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39990447,"{'type': 'Point', 'coordinates': (-117.1761667, 34.0033333)}",Redlands,CA,1.1,6.31,3.92
M 5 2 283 km SSE of Alo Wallis and Futuna,2022-04-11T19:33:28.040Z,2022-04-11 19:33:28.040000,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h1bs,"{'type': 'Point', 'coordinates': (-177.1611, -16.6972)}",and,Futuna,5.2,10.00,6.21
M 5 1 49 km SE of Hengchun Taiwan,2022-04-13T13:42:12.040Z,2022-04-13 13:42:12.040000,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h1bq,"{'type': 'Point', 'coordinates': (121.0616, 21.6739)}",Hengchun,Taiwan,5.1,10.00,6.21
M 1 2 8 km S of Willow Alaska,2022-04-13T23:41:07.401Z,2022-04-13 23:41:07.401000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ncoc9l,"{'type': 'Point', 'coordinates': (-150.0215, 61.6709)}",Willow,Alaska,1.2,36.20,22.49
M 1 5 1 km E of Duvall Washington,2022-04-11T21:12:01.920Z,2022-04-11 21:12:01.920000,https://earthquake.usgs.gov/earthquakes/eventpage/uw61830741,"{'type': 'Point', 'coordinates': (-121.96966666666667, 47.742666666666665)}",Duvall,Washington,1.5,23.11,14.36
M 1 8 Explosion 4 km N of Highland Washington,2022-04-12T04:35:48.587Z,2022-04-12 04:35:48.587000,https://earthquake.usgs.gov/earthquakes/eventpage/uw61830736,"{'type': 'Point', 'coordinates': (-119.1105, 46.17183333333333)}",Highland,Washington,1.8,4.76,2.96
M 0 4 85 km NNW of Karluk Alaska,2022-04-12T04:38:18.920Z,2022-04-12 04:38:18.920000,https://earthquake.usgs.gov/earthquakes/eventpage/av91536066,"{'type': 'Point', 'coordinates': (-154.919333333333, 58.2971666666667)}",Karluk,Alaska,0.4,5.14,3.19
M 2 7 22 km W of Sitka Alaska,2022-04-14T12:56:30.040Z,2022-04-14 12:56:30.040000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ncm6ft,"{'type': 'Point', 'coordinates': (-135.7022, 57.0432)}",Sitka,Alaska,2.7,6.60,4.10
M 0 1 45 km WNW of Beluga Alaska,2022-04-12T04:35:18.000Z,2022-04-12 04:35:18,https://earthquake.usgs.gov/earthquakes/eventpage/av91536061,"{'type': 'Point', 'coordinates': (-151.904666666667, 61.2426666666667)}",Beluga,Alaska,0.1,13.48,8.38
M 1 4 Quarry Blast 4 km E of Butte Montana,2022-04-12T18:24:10.490Z,2022-04-12 18:24:10.490000,https://earthquake.usgs.gov/earthquakes/eventpage/mb80542834,"{'type': 'Point', 'coordinates': (-112.471, 46.0108333)}",Butte,Montana,1.4,-2.00,-1.24
M 1 7 20 km W of Sitka Alaska,2022-04-14T00:04:22.250Z,2022-04-14 00:04:22.250000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nccl6j,"{'type': 'Point', 'coordinates': (-135.6753, 57.0575)}",Sitka,Alaska,1.7,4.70,2.92
M 1 1 Explosion 0 km E of Kapowsin Washington,2022-04-11T19:16:32.910Z,2022-04-11 19:16:32.910000,https://earthquake.usgs.gov/earthquakes/eventpage/uw61830731,"{'type': 'Point', 'coordinates': (-122.214, 46.98416666666667)}",Kapowsin,Washington,1.1,1.46,0.91
M 1 1 51 km NNW of Koyukuk Alaska,2022-04-14T00:15:41.470Z,2022-04-14 00:15:41.470000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ncbgk8,"{'type': 'Point', 'coordinates': (-158.2473, 65.277)}",Koyukuk,Alaska,1.1,10.60,6.59
M 4 4 29 km SW of Lefkáda Greece,2022-04-12T19:53:02.040Z,2022-04-12 19:53:02.040000,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h1bg,"{'type': 'Point', 'coordinates': (20.4453, 38.6572)}",Lefkáda,Greece,4.4,10.00,6.21
M 1 7 20 km WNW of Sitka Alaska,2022-04-14T00:03:07.314Z,2022-04-14 00:03:07.314000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ncaem1,"{'type': 'Point', 'coordinates': (-135.6476, 57.1199)}",Sitka,Alaska,1.7,5.60,3.48
M 0 9 6km S of Livermore CA,2022-04-12T02:53:22.366Z,2022-04-12 02:53:22.366000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717031,"{'type': 'Point', 'coordinates': (-121.7701667, 37.628)}",Livermore,CA,0.9,7.64,4.75
M 1 9 20 km W of Sitka Alaska,2022-04-14T00:03:44.870Z,2022-04-14 00:03:44.870000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nc9mhd,"{'type': 'Point', 'coordinates': (-135.6564, 57.0835)}",Sitka,Alaska,1.9,3.80,2.36
M 0 8 32 km WNW of Anchor Point Alaska,2022-04-14T00:15:03.677Z,2022-04-14 00:15:03.677000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nc93yu,"{'type': 'Point', 'coordinates': (-152.3612, 59.8902)}",Point,Alaska,0.8,71.20,44.24
M 1 7 20 km WNW of Sitka Alaska,2022-04-14T00:04:59.736Z,2022-04-14 00:04:59.736000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nc8v8v,"{'type': 'Point', 'coordinates': (-135.6556, 57.1106)}",Sitka,Alaska,1.7,6.40,3.98
M 1 6 55 km W of Anchor Point Alaska,2022-04-13T23:39:52.702Z,2022-04-13 23:39:52.702000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nc88ec,"{'type': 'Point', 'coordinates': (-152.8208, 59.7835)}",Point,Alaska,1.6,75.60,46.98
M 1 6 21 km WNW of Sitka Alaska,2022-04-14T00:02:29.553Z,2022-04-14 00:02:29.553000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nc7she,"{'type': 'Point', 'coordinates': (-135.6722, 57.0965)}",Sitka,Alaska,1.6,9.90,6.15
M 0 6 8km NW of The Geysers CA,2022-04-12T01:06:16.793Z,2022-04-12 01:06:16.793000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717011,"{'type': 'Point', 'coordinates': (-122.8176667, 38.8323333)}",Geysers,CA,0.6,1.56,0.97
M 0 9 68 km N of Larsen Bay Alaska,2022-04-14T00:14:26.142Z,2022-04-14 00:14:26.142000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nc70c6,"{'type': 'Point', 'coordinates': (-154.0614, 58.1515)}",Bay,Alaska,0.9,69.00,42.87
M 4 5 86 km NW of San Antonio de los Cobres Argentina,2022-04-12T18:30:46.040Z,2022-04-12 18:30:46.040000,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h1bd,"{'type': 'Point', 'coordinates': (-66.9513, -23.6979)}",Cobres,Argentina,4.5,226.39,140.67
M 3 1 52 km NW of Toyah Texas,2022-04-11T19:54:48.549Z,2022-04-11 19:54:48.549000,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022hccx,"{'type': 'Point', 'coordinates': (-104.2056419, 31.63013147)}",Toyah,Texas,3.1,4.31,2.68
M 3 1 51 km NW of Toyah Texas,2022-04-11T19:32:22.233Z,2022-04-11 19:32:22.233000,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022hccz,"{'type': 'Point', 'coordinates': (-104.2098247, 31.61264593)}",Toyah,Texas,3.1,4.00,2.48
M 1 6 21 km WNW of Sitka Alaska,2022-04-14T00:05:37.242Z,2022-04-14 00:05:37.242000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nc5z0i,"{'type': 'Point', 'coordinates': (-135.6599, 57.1169)}",Sitka,Alaska,1.6,5.00,3.11
M 0 9 7 km WNW of Anchorage Alaska,2022-04-13T23:39:14.269Z,2022-04-13 23:39:14.269000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nc5rio,"{'type': 'Point', 'coordinates': (-150.0209, 61.2438)}",Anchorage,Alaska,0.9,34.50,21.44
M 2 2 109 km ESE of Akutan Alaska,2022-04-14T00:13:47.951Z,2022-04-14 00:13:47.951000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nc5a63,"{'type': 'Point', 'coordinates': (-164.1659, 53.8664)}",Akutan,Alaska,2.2,48.70,30.26
M 2 3 18 km SSE of Ackerly Texas,2022-04-12T20:24:42.709Z,2022-04-12 20:24:42.709000,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022hccs,"{'type': 'Point', 'coordinates': (-101.6240711, 32.38128662)}",Ackerly,Texas,2.3,8.05,5.00
M 0 9 74 km ESE of Denali Park Alaska,2022-04-13T23:38:36.814Z,2022-04-13 23:38:36.814000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nc46df,"{'type': 'Point', 'coordinates': (-147.4665, 63.5594)}",Park,Alaska,0.9,14.20,8.82
M 1 0 16km ESE of Anza CA,2022-04-11T22:42:50.676Z,2022-04-11 22:42:50.676000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39990439,"{'type': 'Point', 'coordinates': (-116.5101667, 33.4965)}",Anza,CA,1.0,14.14,8.79
M 0 8 16km ESE of Anza CA,2022-04-11T22:55:04.184Z,2022-04-11 22:55:04.184000,https://earthquake.usgs.gov/earthquakes/eventpage/ci37411988,"{'type': 'Point', 'coordinates': (-116.5125, 33.4968333)}",Anza,CA,0.8,14.19,8.82
M 2 3 8km S of Walker CA,2022-04-12T08:18:17.293Z,2022-04-12 08:18:17.293000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73717001,"{'type': 'Point', 'coordinates': (-119.4853333, 38.447)}",Walker,CA,2.3,4.54,2.82
M 1 7 19 km W of Sitka Alaska,2022-04-14T00:06:14.681Z,2022-04-14 00:06:14.681000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nc20pu,"{'type': 'Point', 'coordinates': (-135.6438, 57.0803)}",Sitka,Alaska,1.7,5.70,3.54
M 0 8 1 km NE of Chickaloon Alaska,2022-04-13T23:37:59.278Z,2022-04-13 23:37:59.278000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nc18vy,"{'type': 'Point', 'coordinates': (-148.4394, 61.8076)}",Chickaloon,Alaska,0.8,9.00,5.59
M 1 6 21 km W of Sitka Alaska,2022-04-14T00:06:52.573Z,2022-04-14 00:06:52.573000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nc06vc,"{'type': 'Point', 'coordinates': (-135.6795, 57.0685)}",Sitka,Alaska,1.6,6.70,4.16
M 1 7 20 km W of Sitka Alaska,2022-04-14T00:07:30.133Z,2022-04-14 00:07:30.133000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nbzvnu,"{'type': 'Point', 'coordinates': (-135.668, 57.0763)}",Sitka,Alaska,1.7,8.20,5.10
M 1 9 6 km WSW of Fuig Puerto Rico,2022-04-11T18:15:22.680Z,2022-04-11 18:15:22.680000,https://earthquake.usgs.gov/earthquakes/eventpage/pr71344253,"{'type': 'Point', 'coordinates': (-66.9723333333333, 17.9613333333333)}",Puerto,Rico,1.9,8.66,5.38
M 2 0 21 km W of Sitka Alaska,2022-04-13T23:37:22.104Z,2022-04-13 23:37:22.104000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nbqiio,"{'type': 'Point', 'coordinates': (-135.6754, 57.0754)}",Sitka,Alaska,2.0,8.50,5.28
M 1 1 12km NW of The Geysers CA,2022-04-11T20:33:16.064Z,2022-04-11 20:33:16.064000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73716991,"{'type': 'Point', 'coordinates': (-122.8748322, 38.8395004)}",Geysers,CA,1.1,1.93,1.20
M 1 6 19 km WNW of Sitka Alaska,2022-04-14T00:08:08.158Z,2022-04-14 00:08:08.158000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nbodva,"{'type': 'Point', 'coordinates': (-135.6442, 57.0962)}",Sitka,Alaska,1.6,7.60,4.72
M 0 3 86 km NNW of Karluk Alaska,2022-04-12T03:57:01.570Z,2022-04-12 03:57:01.570000,https://earthquake.usgs.gov/earthquakes/eventpage/av91536041,"{'type': 'Point', 'coordinates': (-154.98, 58.2958333333333)}",Karluk,Alaska,0.3,3.44,2.14
M 0 0 82 km NNW of Karluk Alaska,2022-04-12T04:01:57.650Z,2022-04-12 04:01:57.650000,https://earthquake.usgs.gov/earthquakes/eventpage/av91054493,"{'type': 'Point', 'coordinates': (-154.960833333333, 58.2583333333333)}",Karluk,Alaska,0.0,2.61,1.62
M 2 5 76 km ENE of Adak Alaska,2022-04-13T23:36:44.970Z,2022-04-13 23:36:44.970000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nbn9ca,"{'type': 'Point', 'coordinates': (-175.6993, 52.2448)}",Adak,Alaska,2.5,160.70,99.85
M 4 5 116 km NNW of Zonguldak Turkey,2022-04-12T12:13:52.052Z,2022-04-12 12:13:52.052000,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h1b2,"{'type': 'Point', 'coordinates': (31.0657, 42.3489)}",Zonguldak,Turkey,4.5,13.89,8.63
M 0 9 13 km NNE of Houston Alaska,2022-04-13T23:36:07.632Z,2022-04-13 23:36:07.632000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nbm5ha,"{'type': 'Point', 'coordinates': (-149.7423, 61.7496)}",Houston,Alaska,0.9,46.00,28.58
M 1 7 15 km WNW of Sitka Alaska,2022-04-14T00:08:45.159Z,2022-04-14 00:08:45.159000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nbllln,"{'type': 'Point', 'coordinates': (-135.5818, 57.0923)}",Sitka,Alaska,1.7,8.30,5.16
M 1 0 66 km W of Petersville Alaska,2022-04-13T23:35:30.513Z,2022-04-13 23:35:30.513000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nblhvo,"{'type': 'Point', 'coordinates': (-152.0492, 62.5684)}",Petersville,Alaska,1.0,12.60,7.83
M 1 7 30km SSW of South Dos Palos CA,2022-04-12T08:01:17.187Z,2022-04-12 08:01:17.187000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73716981,"{'type': 'Point', 'coordinates': (-120.7993333, 36.726)}",Palos,CA,1.7,9.21,5.72
M 0 9 7 km NE of Point MacKenzie Alaska,2022-04-13T23:36:05.320Z,2022-04-13 23:36:05.320000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nbkimp,"{'type': 'Point', 'coordinates': (-149.8891, 61.4124)}",MacKenzie,Alaska,0.9,34.50,21.44
M 1 9 20 km WNW of Sitka Alaska,2022-04-14T00:09:22.315Z,2022-04-14 00:09:22.315000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nbk436,"{'type': 'Point', 'coordinates': (-135.6537, 57.0955)}",Sitka,Alaska,1.9,6.70,4.16
M 4 6 Volcano Islands Japan region,2022-04-12T18:17:36.040Z,2022-04-12 18:17:36.040000,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h1b5,"{'type': 'Point', 'coordinates': (143.1612, 25.5184)}",Japan,region,4.6,10.00,6.21
M 1 6 19 km W of Sitka Alaska,2022-04-14T00:09:59.734Z,2022-04-14 00:09:59.734000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nbjdpz,"{'type': 'Point', 'coordinates': (-135.6414, 57.083)}",Sitka,Alaska,1.6,7.20,4.47
M 1 8 12 km SW of Volcano Hawaii,2022-04-11T17:23:07.000Z,2022-04-11 17:23:07,https://earthquake.usgs.gov/earthquakes/eventpage/hv72980887,"{'type': 'Point', 'coordinates': (-155.30583190918, 19.3548336029053)}",Volcano,Hawaii,1.8,1.07,0.66
M 1 6 49 km SE of Pedro Bay Alaska,2022-04-13T23:33:38.525Z,2022-04-13 23:33:38.525000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nbicoj,"{'type': 'Point', 'coordinates': (-153.5815, 59.4322)}",Bay,Alaska,1.6,113.60,70.59
M 0 8 65 km WNW of Petersville Alaska,2022-04-13T23:34:16.088Z,2022-04-13 23:34:16.088000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nbi65e,"{'type': 'Point', 'coordinates': (-151.9805, 62.6716)}",Petersville,Alaska,0.8,8.90,5.53
M 2 0 13 km SE of Pāhala Hawaii,2022-04-11T17:21:01.990Z,2022-04-11 17:21:01.990000,https://earthquake.usgs.gov/earthquakes/eventpage/hv72980882,"{'type': 'Point', 'coordinates': (-155.371673583984, 19.1318340301514)}",Pāhala,Hawaii,2.0,30.13,18.72
M 2 3 22 km W of Sitka Alaska,2022-04-13T23:33:01.324Z,2022-04-13 23:33:01.324000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nbhz2w,"{'type': 'Point', 'coordinates': (-135.7013, 57.0765)}",Sitka,Alaska,2.3,3.50,2.17
M 1 7 Explosion 13 km SSW of Princeton Canada,2022-04-11T21:26:15.770Z,2022-04-11 21:26:15.770000,https://earthquake.usgs.gov/earthquakes/eventpage/uw61830666,"{'type': 'Point', 'coordinates': (-120.54866666666666, 49.34166666666667)}",Princeton,Canada,1.7,-0.86,-0.53
M 1 7 27 km E of Skwentna Alaska,2022-04-13T23:32:23.980Z,2022-04-13 23:32:23.980000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nbhfqb,"{'type': 'Point', 'coordinates': (-150.8767, 61.9527)}",Skwentna,Alaska,1.7,65.30,40.58
M 1 9 19 km WNW of Sitka Alaska,2022-04-14T00:10:37.318Z,2022-04-14 00:10:37.318000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nbh2zh,"{'type': 'Point', 'coordinates': (-135.6469, 57.0967)}",Sitka,Alaska,1.9,4.70,2.92
M 1 1 1km E of The Geysers CA,2022-04-11T19:41:22.739Z,2022-04-11 19:41:22.739000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73716976,"{'type': 'Point', 'coordinates': (-122.74617, 38.7758331)}",Geysers,CA,1.1,1.83,1.14
M 1 7 20 km W of Sitka Alaska,2022-04-14T00:11:17.617Z,2022-04-14 00:11:17.617000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nb50sr,"{'type': 'Point', 'coordinates': (-135.6617, 57.0647)}",Sitka,Alaska,1.7,6.30,3.91
M 2 3 24 km WNW of Owyhee Nevada,2022-04-14T23:12:51.049Z,2022-04-14 23:12:51.049000,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837221,"{'type': 'Point', 'coordinates': (-116.3566, 42.0512)}",Owyhee,Nevada,2.3,2.70,1.68
M 1 5 46 km SW of Adak Alaska,2022-04-14T00:13:10.367Z,2022-04-14 00:13:10.367000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nb4595,"{'type': 'Point', 'coordinates': (-177.0795, 51.5609)}",Adak,Alaska,1.5,44.00,27.34
M 0 9 7km NW of The Geysers CA,2022-04-11T18:34:16.309Z,2022-04-11 18:34:16.309000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73716961,"{'type': 'Point', 'coordinates': (-122.8118362, 38.8260002)}",Geysers,CA,0.9,1.48,0.92
M 0 5 35 km NW of Indian Springs Nevada,2022-04-14T22:57:21.737Z,2022-04-14 22:57:21.737000,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837219,"{'type': 'Point', 'coordinates': (-115.9445, 36.8051)}",Springs,Nevada,0.5,6.70,4.16
M 2 1 20 km WNW of Sitka Alaska,2022-04-14T00:11:55.704Z,2022-04-14 00:11:55.704000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nb1lle,"{'type': 'Point', 'coordinates': (-135.6617, 57.0959)}",Sitka,Alaska,2.1,5.30,3.29
M 0 4 2km NNW of The Geysers CA,2022-04-11T18:07:19.139Z,2022-04-11 18:07:19.139000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73716956,"{'type': 'Point', 'coordinates': (-122.7685013, 38.793335)}",Geysers,CA,0.4,0.83,0.52
M 2 1 10 km NW of Pawnee Oklahoma,2022-04-11T16:45:52.930Z,2022-04-11 16:45:52.930000,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022hbzf,"{'type': 'Point', 'coordinates': (-96.87366667, 36.416)}",Pawnee,Oklahoma,2.1,6.88,4.28
M 1 2 12km SE of Olancha CA,2022-04-11T23:35:21.985Z,2022-04-11 23:35:21.985000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39990391,"{'type': 'Point', 'coordinates': (-117.9006667, 36.2115)}",Olancha,CA,1.2,4.09,2.54
M 2 1 4km WNW of The Geysers CA,2022-04-11T23:54:16.389Z,2022-04-11 23:54:16.389000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73716946,"{'type': 'Point', 'coordinates': (-122.795, 38.7958333)}",Geysers,CA,2.1,3.33,2.07
M 0 4 6km NW of The Geysers CA,2022-04-11T17:00:15.738Z,2022-04-11 17:00:15.738000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73716941,"{'type': 'Point', 'coordinates': (-122.803833, 38.8209991)}",Geysers,CA,0.4,2.61,1.62
M 1 7 19 km WNW of Sitka Alaska,2022-04-14T00:12:32.993Z,2022-04-14 00:12:32.993000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224naysbw,"{'type': 'Point', 'coordinates': (-135.6424, 57.1028)}",Sitka,Alaska,1.7,5.30,3.29
M 1 2 7km S of Loma Linda CA,2022-04-11T22:32:12.393Z,2022-04-11 22:32:12.393000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39990375,"{'type': 'Point', 'coordinates': (-117.2516667, 33.9861667)}",Linda,CA,1.2,14.10,8.76
M 0 9 2 km N of Chickaloon Alaska,2022-04-13T23:31:46.689Z,2022-04-13 23:31:46.689000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224nawgml,"{'type': 'Point', 'coordinates': (-148.4586, 61.8166)}",Chickaloon,Alaska,0.9,9.00,5.59
M 1 1 5km SSE of Beaumont CA,2022-04-11T22:18:35.600Z,2022-04-11 22:18:35.600000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39990359,"{'type': 'Point', 'coordinates': (-116.946, 33.8905)}",Beaumont,CA,1.1,15.47,9.61
M 1 1 6km S of Livermore CA,2022-04-12T23:17:17.664Z,2022-04-12 23:17:17.664000,https://earthquake.usgs.gov/earthquakes/eventpage/nc73716931,"{'type': 'Point', 'coordinates': (-121.7666667, 37.6281667)}",Livermore,CA,1.1,7.12,4.42
M 2 4 8 km S of Volcano Hawaii,2022-04-11T21:39:14.340Z,2022-04-11 21:39:14.340000,https://earthquake.usgs.gov/earthquakes/eventpage/hv72980827,"{'type': 'Point', 'coordinates': (-155.235666666667, 19.3686666666667)}",Volcano,Hawaii,2.4,28.28,17.57
M 0 8 Northern California,2022-04-14T22:44:57.534Z,2022-04-14 22:44:57.534000,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837218,"{'type': 'Point', 'coordinates': (-120.1964, 39.4143)}",Northern,California,0.8,8.00,4.97
M 4 5 south of the Fiji Islands,2022-04-11T16:08:27.040Z,2022-04-11 16:08:27.040000,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h1ac,"{'type': 'Point', 'coordinates': (180.0, -24.9188)}",Fiji,Islands,4.5,508.02,315.67
M 4 6 South Sandwich Islands region,2022-04-11T20:00:49.040Z,2022-04-11 20:00:49.040000,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h1ab,"{'type': 'Point', 'coordinates': (-26.2543, -57.9281)}",Islands,region,4.6,129.87,80.70
M 1 9 4 km E of Pāhala Hawaii,2022-04-11T15:38:08.560Z,2022-04-11 15:38:08.560000,https://earthquake.usgs.gov/earthquakes/eventpage/hv72980817,"{'type': 'Point', 'coordinates': (-155.43766784668, 19.2046661376953)}",Pāhala,Hawaii,1.9,34.96,21.72
M 1 3 0 km SSW of Indianola Washington,2022-04-11T21:47:42.170Z,2022-04-11 21:47:42.170000,https://earthquake.usgs.gov/earthquakes/eventpage/uw61830581,"{'type': 'Point', 'coordinates': (-122.5285, 47.74366666666667)}",Indianola,Washington,1.3,29.91,18.59
M 1 5 40 km NE of Kelly Wyoming,2022-04-11T15:37:34.990Z,2022-04-11 15:37:34.990000,https://earthquake.usgs.gov/earthquakes/eventpage/mb80542824,"{'type': 'Point', 'coordinates': (-110.2873333, 43.8916667)}",Kelly,Wyoming,1.5,9.58,5.95
M 1 4 47 km NW of Beluga Alaska,2022-04-11T15:29:42.211Z,2022-04-11 15:29:42.211000,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224naarxk,"{'type': 'Point', 'coordinates': (-151.7579, 61.4187)}",Beluga,Alaska,1.4,89.60,55.67
